date,cbbtcusd,nikkei225
2018-09-07,6395.01,22307.06
2018-09-10,6300.0,22373.09
2018-09-11,6282.53,22664.69
2018-09-12,6326.0,22604.61
2018-09-13,6485.99,22821.32
2018-09-14,6478.04,23094.67
2018-09-18,6335.7,23420.54
2018-09-19,6386.94,23672.52
2018-09-20,6493.11,23674.93
2018-09-21,6750.0,23869.93
2018-09-25,6436.89,23940.26
2018-09-26,6455.66,24033.79
2018-09-27,6680.01,23796.74
2018-09-28,6620.01,24120.04
2018-10-01,6572.83,24245.76
2018-10-02,6498.46,24270.62
2018-10-03,6466.03,24110.96
2018-10-04,6547.45,23975.62
2018-10-05,6593.94,23783.72
2018-10-09,6589.48,23469.39
2018-10-10,6524.56,23506.04
2018-10-11,6154.69,22590.86
2018-10-12,6188.01,22694.66
2018-10-15,6440.42,22271.3
2018-10-16,6457.11,22549.24
2018-10-17,6443.7,22841.12
2018-10-18,6394.96,22658.16
2018-10-19,6382.99,22532.08
2018-10-22,6407.65,22614.82
2018-10-23,6395.14,22010.78
2018-10-24,6415.98,22091.18
2018-10-25,6395.58,21268.73
2018-10-26,6404.87,21184.6
2018-10-29,6266.0,21149.8
2018-10-30,6267.63,21457.29
2018-10-31,6304.18,21920.46
2018-11-01,6344.0,21687.65
2018-11-02,6349.8,22243.66
2018-11-05,6404.0,21898.99
2018-11-06,6448.5,22147.75
2018-11-07,6503.12,22085.8
2018-11-08,6406.24,22486.92
2018-11-09,6334.89,22250.25
2018-11-12,6327.87,22269.88
2018-11-13,6259.34,21810.52
2018-11-14,5605.46,21846.48
2018-11-15,5579.52,21803.62
2018-11-16,5512.24,21680.34
2018-11-19,4733.5,21821.16
2018-11-20,4349.23,21583.12
2018-11-21,4545.11,21507.54
2018-11-22,4265.36,21646.55
2018-11-26,3731.32,21812.0
2018-11-27,3775.0,21952.4
2018-11-28,4225.03,22177.02
2018-11-29,4248.0,22262.6
2018-11-30,3976.0,22351.06
2018-12-03,3833.47,22574.76
2018-12-04,3901.84,22036.05
2018-12-05,3694.39,21919.33
2018-12-06,3433.26,21501.62
2018-12-07,3380.01,21678.68
2018-12-10,3410.15,21219.5
2018-12-11,3349.36,21148.02
2018-12-12,3430.24,21602.75
2018-12-13,3265.0,21816.19
2018-12-14,3195.71,21374.83
2018-12-17,3496.82,21506.88
2018-12-18,3667.77,21115.45
2018-12-19,3682.51,20987.92
2018-12-20,4075.34,20392.58
2018-12-21,3839.06,20166.19
2018-12-25,3780.0,19155.74
2018-12-26,3809.88,19327.06
2018-12-27,3589.89,20077.62
2018-12-28,3888.06,20014.77
2019-01-04,3820.25,19561.96
2019-01-07,4006.01,20038.97
2019-01-08,3993.86,20204.04
2019-01-09,4004.12,20427.06
2019-01-10,3626.12,20163.8
2019-01-11,3635.69,20359.7
2019-01-15,3580.76,20555.29
2019-01-16,3609.71,20442.75
2019-01-17,3640.65,20402.27
2019-01-18,3607.85,20666.07
2019-01-21,3531.76,20719.33
2019-01-22,3577.03,20622.91
2019-01-23,3553.01,20593.72
2019-01-24,3568.97,20574.63
2019-01-25,3562.17,20773.56
2019-01-28,3429.95,20649.0
2019-01-29,3397.42,20664.64
2019-01-30,3437.55,20556.54
2019-01-31,3411.5,20773.49
2019-02-01,3437.5,20788.39
2019-02-04,3409.57,20883.77
2019-02-05,3428.4,20844.45
2019-02-06,3367.36,20874.06
2019-02-07,3359.0,20751.28
2019-02-08,3621.99,20333.17
2019-02-12,3588.06,20864.21
2019-02-13,3576.68,21144.48
2019-02-14,3561.5,21139.71
2019-02-15,3566.59,20900.63
2019-02-18,3867.0,21281.85
2019-02-19,3888.01,21302.65
2019-02-20,3938.99,21431.49
2019-02-21,3897.71,21464.23
2019-02-22,3942.02,21425.51
2019-02-25,3818.79,21528.23
2019-02-26,3799.48,21449.39
2019-02-27,3799.91,21556.51
2019-02-28,3792.14,21385.16
2019-03-01,3806.17,21602.69
2019-03-04,3700.72,21822.04
2019-03-05,3844.59,21726.28
2019-03-06,3851.89,21596.81
2019-03-07,3857.05,21456.01
2019-03-08,3843.12,21025.56
2019-03-11,3849.68,21125.09
2019-03-12,3860.0,21503.69
2019-03-13,3851.02,21290.24
2019-03-14,3853.95,21287.02
2019-03-15,3902.8,21450.85
2019-03-18,3970.5,21584.5
2019-03-19,4000.85,21566.85
2019-03-20,4031.85,21608.92
2019-03-22,3983.78,21627.34
2019-03-25,3907.53,20977.11
2019-03-26,3921.45,21428.39
2019-03-27,4026.53,21378.73
2019-03-28,4011.17,21033.76
2019-03-29,4091.01,21205.81
2019-04-01,4137.0,21509.03
2019-04-02,4901.93,21505.31
2019-04-03,4975.97,21713.21
2019-04-04,4906.49,21724.95
2019-04-05,5040.66,21807.5
2019-04-08,5285.54,21761.65
2019-04-09,5187.21,21802.59
2019-04-10,5318.58,21687.57
2019-04-11,5041.3,21711.38
2019-04-12,5078.19,21870.56
2019-04-15,5029.99,22169.11
2019-04-16,5202.9,22221.66
2019-04-17,5227.0,22277.97
2019-04-18,5280.49,22090.12
2019-04-19,5290.36,22200.56
2019-04-22,5387.6,22217.9
2019-04-23,5532.75,22259.74
2019-04-24,5441.9,22200.0
2019-04-25,5134.81,22307.58
2019-04-26,5159.51,22258.73
2019-05-07,5748.45,21923.72
2019-05-08,5948.41,21602.59
2019-05-09,6153.09,21402.13
2019-05-10,6343.14,21344.92
2019-05-13,7824.93,21191.28
2019-05-14,7990.92,21067.23
2019-05-15,8203.32,21188.56
2019-05-16,7878.96,21062.98
2019-05-17,7363.69,21250.09
2019-05-20,7999.54,21301.73
2019-05-21,7951.7,21272.45
2019-05-22,7626.48,21283.37
2019-05-23,7881.98,21151.14
2019-05-24,7994.88,21117.22
2019-05-27,8783.25,21182.58
2019-05-28,8686.5,21260.14
2019-05-29,8660.5,21003.37
2019-05-30,8273.57,20942.53
2019-05-31,8550.18,20601.19
2019-06-03,8015.01,20410.88
2019-06-04,7688.26,20408.54
2019-06-05,7766.91,20776.1
2019-06-06,7812.15,20774.04
2019-06-07,7992.17,20884.71
2019-06-10,8046.13,21134.42
2019-06-11,7918.2,21204.28
2019-06-12,8169.01,21129.72
2019-06-13,8256.0,21032.0
2019-06-14,8693.98,21116.89
2019-06-17,9346.47,21124.0
2019-06-18,9089.99,20972.71
2019-06-19,9283.99,21333.87
2019-06-20,9542.6,21462.86
2019-06-21,10175.88,21258.64
2019-06-24,11040.03,21285.99
2019-06-25,11736.99,21193.81
2019-06-26,12902.52,21086.59
2019-06-27,11127.4,21338.17
2019-06-28,12317.73,21275.92
2019-07-01,10570.62,21729.97
2019-07-02,10885.01,21754.27
2019-07-03,12022.61,21638.16
2019-07-04,11130.95,21702.45
2019-07-05,11038.61,21746.38
2019-07-08,12298.31,21534.35
2019-07-09,12559.46,21565.15
2019-07-10,12083.13,21533.48
2019-07-11,11323.95,21643.53
2019-07-12,11811.99,21685.9
2019-07-16,9436.0,21535.25
2019-07-17,9708.55,21469.18
2019-07-18,10654.25,21046.24
2019-07-19,10548.04,21466.99
2019-07-22,10304.64,21416.79
2019-07-23,9833.19,21620.88
2019-07-24,9751.24,21709.57
2019-07-25,9880.67,21756.55
2019-07-26,9841.96,21658.15
2019-07-29,9503.32,21616.8
2019-07-30,9580.0,21709.31
2019-07-31,10099.0,21521.53
2019-08-01,10417.24,21540.99
2019-08-02,10533.07,21087.16
2019-08-05,11775.14,20720.29
2019-08-06,11440.08,20585.31
2019-08-07,12014.41,20516.56
2019-08-08,12017.89,20593.35
2019-08-09,11889.0,20684.82
2019-08-13,10855.58,20455.44
2019-08-14,10105.34,20655.13
2019-08-15,10280.96,20405.65
2019-08-16,10368.83,20418.81
2019-08-19,10935.67,20563.16
2019-08-20,10770.99,20677.22
2019-08-21,10137.75,20618.57
2019-08-22,10088.89,20628.01
2019-08-23,10415.01,20710.91
2019-08-26,10373.75,20261.04
2019-08-27,10170.16,20456.08
2019-08-28,9710.38,20479.42
2019-08-29,9525.0,20460.93
2019-08-30,9580.6,20704.37
2019-09-02,10405.05,20620.19
2019-09-03,10628.46,20625.16
2019-09-04,10585.67,20649.14
2019-09-05,10574.27,21085.94
2019-09-06,10318.8,21199.57
2019-09-09,10310.01,21318.42
2019-09-10,10090.01,21392.1
2019-09-11,10169.49,21597.76
2019-09-12,10437.19,21759.61
2019-09-13,10381.91,21988.29
2019-09-17,10185.14,22001.32
2019-09-18,10155.26,21960.71
2019-09-19,10304.94,22044.45
2019-09-20,10168.44,22079.09
2019-09-24,8556.43,22098.84
2019-09-25,8446.57,22020.15
2019-09-26,8063.0,22048.24
2019-09-27,8193.98,21878.9
2019-09-30,8305.14,21755.84
2019-10-01,8323.43,21885.24
2019-10-02,8396.0,21778.61
2019-10-03,8241.25,21341.74
2019-10-04,8159.71,21410.2
2019-10-07,8224.82,21375.25
2019-10-08,8186.73,21587.78
2019-10-09,8600.0,21456.38
2019-10-10,8589.01,21551.98
2019-10-11,8263.64,21798.87
2019-10-15,8156.52,22207.21
2019-10-16,7993.0,22472.92
2019-10-17,8077.0,22451.86
2019-10-18,7954.16,22492.68
2019-10-21,8214.58,22548.9
2019-10-23,7473.42,22625.38
2019-10-24,7439.29,22750.6
2019-10-25,8704.85,22799.81
2019-10-28,9221.96,22867.27
2019-10-29,9431.27,22974.13
2019-10-30,9175.77,22843.12
2019-10-31,9146.75,22927.04
2019-11-01,9268.0,22850.77
2019-11-05,9314.99,23251.99
2019-11-06,9343.11,23303.82
2019-11-07,9196.71,23330.32
2019-11-08,8758.69,23391.87
2019-11-11,8720.61,23331.84
2019-11-12,8823.65,23520.01
2019-11-13,8765.61,23319.87
2019-11-14,8630.01,23141.55
2019-11-15,8460.0,23303.32
2019-11-18,8160.73,23416.76
2019-11-19,8123.36,23292.65
2019-11-20,8082.96,23148.57
2019-11-21,7618.76,23038.58
2019-11-22,7296.45,23112.88
2019-11-25,7125.0,23292.81
2019-11-26,7155.0,23373.32
2019-11-27,7539.4,23437.77
2019-11-28,7413.05,23409.14
2019-11-29,7751.29,23293.91
2019-12-02,7315.09,23529.5
2019-12-03,7296.0,23379.81
2019-12-04,7185.57,23135.23
2019-12-05,7388.75,23300.09
2019-12-06,7560.76,23354.4
2019-12-09,7332.69,23430.7
2019-12-10,7215.69,23410.19
2019-12-11,7275.17,23391.86
2019-12-12,7194.19,23424.81
2019-12-13,7249.25,24023.1
2019-12-16,6877.04,23952.35
2019-12-17,6618.62,24066.12
2019-12-18,7309.12,23934.43
2019-12-19,7153.99,23864.85
2019-12-20,7189.87,23816.63
2019-12-23,7318.18,23821.11
2019-12-24,7259.87,23830.58
2019-12-25,7194.76,23782.87
2019-12-26,7195.0,23924.92
2019-12-27,7247.35,23837.72
2019-12-30,7191.0,23656.62
2020-01-06,7773.48,23204.86
2020-01-07,8169.95,23575.72
2020-01-08,8035.08,23204.76
2020-01-09,7813.78,23739.87
2020-01-10,8183.89,23850.57
2020-01-14,8757.18,24025.17
2020-01-15,8831.86,23916.58
2020-01-16,8727.22,23933.13
2020-01-17,8875.81,24041.26
2020-01-20,8633.67,24083.51
2020-01-21,8730.0,23864.56
2020-01-22,8665.0,24031.35
2020-01-23,8386.63,23795.44
2020-01-24,8424.96,23827.18
2020-01-27,8903.24,23343.51
2020-01-28,9417.64,23215.71
2020-01-29,9270.0,23379.4
2020-01-30,9493.61,22977.75
2020-01-31,9343.28,23205.18
2020-02-03,9282.29,22971.94
2020-02-04,9158.57,23084.59
2020-02-05,9623.44,23319.56
2020-02-06,9765.96,23873.59
2020-02-07,9804.98,23827.98
2020-02-10,9854.5,23685.98
2020-02-12,10344.01,23861.21
2020-02-13,10239.57,23827.73
2020-02-14,10380.0,23687.59
2020-02-17,9711.95,23523.24
2020-02-18,10191.51,23193.8
2020-02-19,9591.54,23400.7
2020-02-20,9610.05,23479.15
2020-02-21,9697.01,23386.74
2020-02-25,9301.01,22605.41
2020-02-26,8776.01,22426.19
2020-02-27,8816.71,21948.23
2020-02-28,8713.16,21142.96
2020-03-02,8923.52,21344.08
2020-03-03,8769.67,21082.73
2020-03-04,8765.0,21100.06
2020-03-05,9053.56,21329.12
2020-03-06,9162.98,20749.75
2020-03-09,7945.03,19698.76
2020-03-10,7887.01,19867.12
2020-03-11,7957.02,19416.06
2020-03-12,4980.0,18559.63
2020-03-13,5592.77,17431.05
2020-03-16,5074.2,17002.04
2020-03-17,5361.77,17011.53
2020-03-18,5426.71,16726.55
2020-03-19,6219.99,16552.83
2020-03-23,6583.38,16887.78
2020-03-24,6742.21,18092.35
2020-03-25,6752.83,19546.63
2020-03-26,6772.2,18664.6
2020-03-27,6320.46,19389.43
2020-03-30,6401.26,19084.97
2020-03-31,6434.73,18917.01
2020-04-01,6719.39,18065.41
2020-04-02,6789.84,17818.72
2020-04-03,6727.99,17820.19
2020-04-06,7320.07,18576.3
2020-04-07,7204.58,18950.18
2020-04-08,7343.65,19353.24
2020-04-09,7294.69,19345.77
2020-04-10,6892.54,19498.5
2020-04-13,6871.0,19043.4
2020-04-14,6865.72,19638.81
2020-04-15,6576.76,19550.09
2020-04-16,7123.29,19290.2
2020-04-17,7055.22,19897.26
2020-04-20,6832.57,19669.12
2020-04-21,6845.0,19280.78
2020-04-22,7143.99,19137.95
2020-04-23,7479.06,19429.44
2020-04-24,7514.64,19262.0
2020-04-27,7773.0,19783.22
2020-04-28,7774.39,19771.19
2020-04-30,8652.3,20193.69
2020-05-01,8813.9,19619.35
2020-05-07,10007.56,19674.77
2020-05-08,9790.23,20179.09
2020-05-11,8557.37,20390.66
2020-05-12,8809.14,20366.48
2020-05-13,9335.84,20267.05
2020-05-14,9815.22,19914.78
2020-05-15,9331.18,20037.47
2020-05-18,9733.21,20133.73
2020-05-19,9783.91,20433.45
2020-05-20,9497.76,20595.15
2020-05-21,9039.12,20552.31
2020-05-22,9173.23,20388.16
2020-05-25,8892.39,20741.65
2020-05-26,8836.77,21271.17
2020-05-27,9200.0,21419.23
2020-05-28,9593.72,21916.31
2020-05-29,9426.87,21877.89
2020-06-01,10212.38,22062.39
2020-06-02,9509.35,22325.61
2020-06-03,9672.67,22613.76
2020-06-04,9799.57,22695.74
2020-06-05,9568.95,22863.73
2020-06-08,9833.94,23178.1
2020-06-09,9778.6,23091.03
2020-06-10,9899.18,23124.95
2020-06-11,9258.7,22472.91
2020-06-12,9466.77,22305.48
2020-06-15,9437.23,21530.95
2020-06-16,9534.8,22582.21
2020-06-17,9460.53,22455.76
2020-06-18,9368.15,22355.46
2020-06-19,9285.54,22478.79
2020-06-22,9700.91,22437.27
2020-06-23,9623.74,22549.05
2020-06-24,9284.1,22534.32
2020-06-25,9232.84,22259.79
2020-06-26,9157.22,22512.08
2020-06-29,9191.05,21995.04
2020-06-30,9129.47,22288.14
2020-07-01,9239.09,22121.73
2020-07-02,9088.54,22145.96
2020-07-03,9050.05,22306.48
2020-07-06,9331.69,22714.44
2020-07-07,9263.56,22614.69
2020-07-08,9436.01,22438.65
2020-07-09,9230.48,22529.29
2020-07-10,9298.16,22290.81
2020-07-13,9230.14,22784.74
2020-07-14,9258.34,22587.01
2020-07-15,9194.51,22945.5
2020-07-16,9130.91,22770.36
2020-07-17,9147.65,22696.42
2020-07-20,9161.13,22717.48
2020-07-21,9396.65,22884.22
2020-07-22,9546.31,22751.61
2020-07-27,11108.44,22715.85
2020-07-28,10952.85,22657.38
2020-07-29,11100.39,22397.11
2020-07-30,11139.67,22339.23
2020-07-31,11372.76,21710.0
2020-08-03,11235.44,22195.38
2020-08-04,11198.04,22573.66
2020-08-05,11737.59,22514.85
2020-08-06,11766.62,22418.15
2020-08-07,11598.96,22329.94
2020-08-11,11387.01,22750.24
2020-08-12,11563.16,22843.96
2020-08-13,11824.99,23249.61
2020-08-14,11785.29,23289.36
2020-08-17,12325.1,23096.75
2020-08-18,11983.52,23051.08
2020-08-19,11764.8,23110.61
2020-08-20,11856.24,22880.62
2020-08-21,11526.32,22920.3
2020-08-24,11762.34,22985.51
2020-08-25,11324.86,23296.77
2020-08-26,11460.01,23290.86
2020-08-27,11341.73,23208.86
2020-08-28,11540.0,22882.65
2020-08-31,11665.93,23139.76
2020-09-01,11911.74,23138.07
2020-09-02,11390.12,23247.15
2020-09-03,10225.82,23465.53
2020-09-07,10389.85,23089.95
2020-09-08,10123.21,23274.13
2020-09-09,10235.0,23032.54
2020-09-10,10345.95,23235.47
2020-09-11,10399.99,23406.49
2020-09-14,10679.33,23559.3
2020-09-15,10789.8,23454.89
2020-09-16,10953.38,23475.53
2020-09-17,10947.83,23319.37
2020-09-18,10942.2,23360.3
2020-09-23,10230.11,23346.49
2020-09-24,10741.0,23087.82
2020-09-25,10693.3,23204.62
2020-09-28,10681.01,23511.62
2020-09-29,10845.9,23539.1
2020-09-30,10783.24,23185.12
2020-10-01,10598.64,23185.12
2020-10-02,10577.92,23029.9
2020-10-05,10800.0,23312.14
2020-10-06,10594.15,23433.73
2020-10-07,10671.23,23422.82
2020-10-08,10926.71,23647.07
2020-10-09,11059.3,23619.69
2020-10-12,11534.83,23558.69
2020-10-13,11434.36,23601.78
2020-10-14,11426.87,23626.73
2020-10-15,11509.25,23507.23
2020-10-16,11329.33,23410.63
2020-10-19,11765.09,23671.13
2020-10-20,11917.34,23567.04
2020-10-21,12836.37,23639.46
2020-10-22,12977.02,23474.27
2020-10-23,12943.03,23516.59
2020-10-26,13072.95,23494.34
2020-10-27,13698.18,23485.8
2020-10-28,13280.0,23418.51
2020-10-29,13460.0,23331.94
2020-10-30,13582.97,22977.13
2020-11-02,13573.93,23295.48
2020-11-04,14160.0,23695.23
2020-11-05,15636.6,24105.28
2020-11-06,15596.33,24325.23
2020-11-09,15334.37,24839.84
2020-11-10,15325.25,24905.59
2020-11-11,15723.81,25349.6
2020-11-12,16319.72,25520.88
2020-11-13,16339.59,25385.87
2020-11-16,16714.58,25906.93
2020-11-17,17660.9,26014.62
2020-11-18,17802.82,25728.14
2020-11-19,17804.44,25634.34
2020-11-20,18702.87,25527.37
2020-11-24,19185.07,26165.59
2020-11-25,18706.15,26296.86
2020-11-26,17173.0,26537.31
2020-11-27,17156.99,26644.71
2020-11-30,19727.0,26433.62
2020-12-01,18763.35,26787.54
2020-12-02,19245.61,26800.98
2020-12-03,19430.07,26809.37
2020-12-04,18692.32,26751.24
2020-12-07,19202.88,26547.44
2020-12-08,18311.76,26467.08
2020-12-09,18550.01,26817.94
2020-12-10,18286.8,26756.24
2020-12-11,18048.14,26652.52
2020-12-14,19288.43,26732.44
2020-12-15,19451.34,26687.84
2020-12-16,21384.63,26757.4
2020-12-17,22830.34,26806.67
2020-12-18,23169.26,26763.39
2020-12-21,22777.26,26714.42
2020-12-22,23839.99,26436.39
2020-12-23,23196.57,26524.79
2020-12-24,23740.01,26668.35
2020-12-25,24736.42,26656.61
2020-12-28,27044.14,26854.03
2020-12-29,27407.85,27568.15
2020-12-30,28934.56,27444.17
2021-01-04,32127.31,27258.38
2021-01-05,34131.23,27158.63
2021-01-06,36979.81,27055.94
2021-01-07,39573.39,27490.13
2021-01-08,40666.72,28139.03
2021-01-12,33968.43,28164.34
2021-01-13,37520.66,28456.59
2021-01-14,39171.12,28698.26
2021-01-15,36868.39,28519.18
2021-01-18,36765.97,28242.21
2021-01-19,35673.03,28633.46
2021-01-20,35570.44,28523.26
2021-01-21,30647.26,28756.86
2021-01-22,32885.51,28631.45
2021-01-25,31979.0,28822.29
2021-01-26,32579.82,28546.18
2021-01-27,30552.06,28635.21
2021-01-28,33484.8,28197.42
2021-01-29,34330.14,27663.39
2021-02-01,33457.6,28091.05
2021-02-02,35511.07,28362.17
2021-02-03,37769.41,28646.5
2021-02-04,37070.87,28341.95
2021-02-05,38376.86,28779.19
2021-02-08,46674.44,29388.5
2021-02-09,46595.44,29505.93
2021-02-10,44887.29,29562.93
2021-02-12,47524.18,29520.07
2021-02-15,47911.87,30084.15
2021-02-16,49257.23,30467.75
2021-02-17,52269.84,30292.19
2021-02-18,51644.16,30236.09
2021-02-19,56029.51,30017.92
2021-02-22,54130.33,30156.03
2021-02-24,49789.99,29671.7
2021-02-25,46927.73,30168.27
2021-02-26,46360.17,28966.01
2021-03-01,49652.19,29663.5
2021-03-02,48368.22,29408.17
2021-03-03,50164.67,29559.1
2021-03-04,48327.39,28930.11
2021-03-05,48908.09,28864.32
2021-03-08,52472.59,28743.25
2021-03-09,54999.99,29027.94
2021-03-10,56046.27,29036.56
2021-03-11,57911.02,29211.64
2021-03-12,57174.89,29717.83
2021-03-15,55430.19,29766.97
2021-03-16,57126.52,29921.09
2021-03-17,59221.23,29914.33
2021-03-18,57562.46,30216.75
2021-03-19,58001.29,29792.05
2021-03-22,54230.21,29174.15
2021-03-23,54268.81,28995.92
2021-03-24,52294.65,28405.52
2021-03-25,51386.2,28729.88
2021-03-26,55314.11,29176.7
2021-03-29,57630.72,29384.52
2021-03-30,58800.0,29432.7
2021-03-31,58837.71,29178.8
2021-04-01,58768.84,29388.87
2021-04-02,59019.55,29854.0
2021-04-05,59200.0,30089.25
2021-04-06,58018.31,29696.63
2021-04-07,55962.11,29730.79
2021-04-08,58108.65,29708.98
2021-04-09,58126.14,29768.06
2021-04-12,59903.04,29538.73
2021-04-13,63660.94,29751.61
2021-04-14,63283.43,29620.99
2021-04-15,63346.93,29642.69
2021-04-16,61486.08,29683.37
2021-04-19,55797.39,29685.37
2021-04-20,56514.9,29100.38
2021-04-21,53919.48,28508.55
2021-04-22,51653.27,29188.17
2021-04-23,51231.69,29020.63
2021-04-26,53969.71,29126.23
2021-04-27,55120.81,28991.89
2021-04-28,54964.11,29053.97
2021-04-30,57640.17,28812.63
2021-05-06,56485.77,29331.37
2021-05-07,57373.88,29357.82
2021-05-10,55936.77,29518.34
2021-05-11,56719.0,28608.59
2021-05-12,49095.57,28147.51
2021-05-13,49635.45,27448.01
2021-05-14,49923.92,28084.47
2021-05-17,43768.74,27824.83
2021-05-18,42989.8,28406.84
2021-05-19,37236.61,28044.45
2021-05-20,40749.78,28098.25
2021-05-21,37425.0,28317.83
2021-05-24,38725.06,28364.61
2021-05-25,38370.0,28553.98
2021-05-26,39213.41,28642.19
2021-05-27,38368.17,28549.01
2021-05-28,35770.0,29149.41
2021-05-31,37153.71,28860.08
2021-06-01,36764.58,28814.34
2021-06-02,37501.36,28946.14
2021-06-03,39215.09,29058.11
2021-06-04,36895.48,28941.52
2021-06-07,33816.09,29019.24
2021-06-08,33432.26,28963.56
2021-06-09,37357.02,28860.8
2021-06-10,36717.51,28958.56
2021-06-11,37282.15,28948.73
2021-06-14,40496.92,29161.8
2021-06-15,40093.93,29441.3
2021-06-16,38394.4,29291.01
2021-06-17,38027.63,29018.33
2021-06-18,35777.39,28964.08
2021-06-21,31686.69,28010.93
2021-06-22,32508.26,28884.13
2021-06-23,33688.35,28874.89
2021-06-24,34695.34,28875.23
2021-06-25,31704.87,29066.18
2021-06-28,34541.8,29048.02
2021-06-29,35928.75,28812.61
2021-06-30,34995.83,28791.53
2021-07-01,33538.49,28707.04
2021-07-02,33832.49,28783.28
2021-07-05,33673.22,28598.19
2021-07-06,34193.9,28643.21
2021-07-07,33791.0,28366.95
2021-07-08,32878.23,28118.03
2021-07-09,33766.87,27940.42
2021-07-12,33096.86,28569.02
2021-07-13,32768.54,28718.24
2021-07-14,32817.18,28608.49
2021-07-15,31891.09,28279.09
2021-07-16,31408.78,28003.08
2021-07-19,30849.9,27652.74
2021-07-20,29788.61,27388.16
2021-07-21,32086.04,27548.0
2021-07-26,37269.12,27833.29
2021-07-27,39381.82,27970.22
2021-07-28,40031.56,27581.66
2021-07-29,40024.94,27782.42
2021-07-30,42188.95,27283.59
2021-08-02,39146.69,27781.02
2021-08-03,38207.27,27641.83
2021-08-04,39730.0,27584.08
2021-08-05,40893.75,27728.12
2021-08-06,42827.76,27820.04
2021-08-10,45565.76,27888.15
2021-08-11,45482.95,28070.51
2021-08-12,44454.37,28015.02
2021-08-13,47765.41,27977.15
2021-08-16,45930.71,27523.19
2021-08-17,44718.51,27424.47
2021-08-18,44735.2,27585.91
2021-08-19,46736.74,27281.17
2021-08-20,49350.99,27013.25
2021-08-23,49464.66,27494.24
2021-08-24,47770.4,27732.1
2021-08-25,48985.05,27724.8
2021-08-26,46770.6,27742.29
2021-08-27,49082.04,27641.14
2021-08-30,46924.16,27789.29
2021-08-31,47065.73,28089.54
2021-09-01,48889.19,28451.02
2021-09-02,49273.33,28543.51
2021-09-03,49919.31,29128.11
2021-09-06,52691.2,29659.89
2021-09-07,46943.82,29916.14
2021-09-08,46022.48,30181.21
2021-09-09,46414.58,30008.19
2021-09-10,44897.75,30381.84
2021-09-13,44969.02,30447.37
2021-09-14,47096.48,30670.1
2021-09-15,48106.71,30511.71
2021-09-16,47772.7,30323.34
2021-09-17,47337.8,30500.05
2021-09-21,40656.13,29839.71
2021-09-22,43544.09,29639.4
2021-09-24,42816.65,30248.81
2021-09-27,42214.52,30240.06
2021-09-28,41006.19,30183.96
2021-09-29,41522.49,29544.29
2021-09-30,43834.03,29452.66
2021-10-01,48145.34,28771.07
2021-10-04,49248.68,28444.89
2021-10-05,51441.74,27822.12
2021-10-06,55278.64,27528.87
2021-10-07,53844.74,27678.21
2021-10-08,53983.21,28048.94
2021-10-11,57440.05,28498.2
2021-10-12,56019.29,28230.61
2021-10-13,57372.59,28140.28
2021-10-14,57327.09,28550.93
2021-10-15,61682.48,29068.63
2021-10-18,62036.95,29025.46
2021-10-19,64353.53,29215.52
2021-10-20,66005.17,29255.55
2021-10-21,62152.09,28708.58
2021-10-22,60671.75,28804.85
2021-10-25,63102.83,28600.41
2021-10-26,60341.21,29106.01
2021-10-27,58517.61,29098.24
2021-10-28,60577.62,28820.09
2021-10-29,62316.4,28892.69
2021-11-01,60950.0,29647.08
2021-11-02,63357.2,29520.9
2021-11-04,61499.24,29794.37
2021-11-05,61000.01,29611.57
2021-11-08,67510.06,29507.05
2021-11-09,66967.98,29285.46
2021-11-10,64896.86,29106.78
2021-11-11,64793.69,29277.86
2021-11-12,64158.51,29609.97
2021-11-15,63441.68,29776.8
2021-11-16,60147.32,29808.12
2021-11-17,60314.28,29688.33
2021-11-18,57017.38,29598.66
2021-11-19,58187.85,29745.87
2021-11-22,56254.57,29774.11
2021-11-24,57255.24,29302.66
2021-11-25,59022.44,29499.28
2021-11-26,53839.39,28751.62
2021-11-29,57828.33,28283.92
2021-11-30,56879.47,27821.76
2021-12-01,57228.47,27935.62
2021-12-02,56566.29,27753.37
2021-12-03,53681.96,28029.57
2021-12-06,50588.91,27927.37
2021-12-07,50676.09,28455.6
2021-12-08,50531.51,28860.62
2021-12-09,47639.07,28725.47
2021-12-10,47268.48,28437.77
2021-12-13,46639.86,28640.49
2021-12-14,48343.16,28432.64
2021-12-15,48885.97,28459.72
2021-12-16,47605.48,29066.32
2021-12-17,46240.15,28545.68
2021-12-20,46963.71,27937.81
2021-12-21,48954.47,28517.59
2021-12-22,48646.94,28562.21
2021-12-23,50840.46,28798.37
2021-12-24,50815.7,28782.59
2021-12-27,50663.26,28676.46
2021-12-28,47594.55,29069.16
2021-12-29,46518.8,28906.88
2021-12-30,47097.85,28791.71
2022-01-04,45889.4,29301.79
2022-01-05,43422.85,29332.16
2022-01-06,43133.33,28487.87
2022-01-07,41656.16,28478.56
2022-01-11,42771.24,28222.48
2022-01-12,43884.25,28765.66
2022-01-13,42617.64,28489.13
2022-01-14,43158.68,28124.28
2022-01-17,42285.47,28333.52
2022-01-18,42411.61,28257.25
2022-01-19,41723.49,27467.23
2022-01-20,40696.22,27772.93
2022-01-21,36513.29,27522.26
2022-01-24,36643.49,27588.37
2022-01-25,36976.64,27131.34
2022-01-26,36838.9,27011.33
2022-01-27,37139.68,26170.3
2022-01-28,37677.8,26717.34
